emotion,
disgusted,
disgusted,
angry,
angry,
neutral,
angry,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
angry,
fearful,
angry,
neutral,
neutral,
angry,
surprised,
neutral,
disgusted,
disgusted,
angry,
surprised,
fearful,
angry,
neutral,
neutral,
fearful,
angry,
angry,
angry,
angry,
fearful,
fearful,
neutral,
surprised,
neutral,
angry,
angry,
surprised,
fearful,
angry,
disgusted,
neutral,
angry,
angry,
angry,
surprised,
disgusted,
disgusted,
disgusted,
neutral,
neutral,
surprised,
surprised,
disgusted,
angry,
disgusted,
neutral,
angry,
surprised,
disgusted,
disgusted,
neutral,
angry,
fearful,
angry,
surprised,
angry,
neutral,
disgusted,
fearful,
disgusted,
angry,
fearful,
angry,
neutral,
angry,
disgusted,
angry,
angry,
angry,
angry,
fearful,
angry,
neutral,
angry,
angry,
neutral,
neutral,
disgusted,
angry,
disgusted,
fearful,
disgusted,
fearful,
neutral,
angry,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
neutral,
disgusted,
angry,
surprised,
neutral,
angry,
angry,
angry,
surprised,
fearful,
angry,
angry,
angry,
neutral,
angry,
disgusted,
angry,
disgusted,
neutral,
fearful,
neutral,
angry,
angry,
surprised,
angry,
surprised,
sad,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
neutral,
fearful,
angry,
neutral,
angry,
neutral,
neutral,
surprised,
disgusted,
sad,
sad,
neutral,
disgusted,
fearful,
disgusted,
fearful,
fearful,
disgusted,
fearful,
disgusted,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
surprised,
neutral,
neutral,
sad,
neutral,
neutral,
disgusted,
disgusted,
fearful,
angry,
surprised,
angry,
angry,
disgusted,
surprised,
fearful,
neutral,
angry,
fearful,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
angry,
angry,
neutral,
angry,
neutral,
neutral,
surprised,
angry,
neutral,
disgusted,
neutral,
angry,
disgusted,
angry,
disgusted,
neutral,
angry,
angry,
angry,
angry,
angry,
fearful,
angry,
fearful,
surprised,
angry,
disgusted,
disgusted,
angry,
surprised,
angry,
neutral,
fearful,
angry,
neutral,
neutral,
neutral,
fearful,
surprised,
disgusted,
angry,
neutral,
angry,
angry,
neutral,
angry,
fearful,
neutral,
neutral,
angry,
angry,
surprised,
angry,
angry,
neutral,
surprised,
fearful,
angry,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
fearful,
surprised,
angry,
fearful,
angry,
disgusted,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
fearful,
neutral,
angry,
disgusted,
angry,
neutral,
angry,
fearful,
angry,
fearful,
angry,
surprised,
angry,
surprised,
angry,
neutral,
angry,
fearful,
fearful,
surprised,
sad,
surprised,
disgusted,
neutral,
angry,
neutral,
angry,
angry,
fearful,
disgusted,
sad,
disgusted,
angry,
angry,
neutral,
angry,
angry,
neutral,
angry,
disgusted,
surprised,
fearful,
neutral,
fearful,
neutral,
angry,
angry,
angry,
angry,
angry,
angry,
surprised,
fearful,
neutral,
surprised,
disgusted,
disgusted,
angry,
angry,
fearful,
fearful,
surprised,
angry,
fearful,
disgusted,
surprised,
angry,
angry,
angry,
disgusted,
fearful,
disgusted,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
fearful,
angry,
surprised,
neutral,
angry,
disgusted,
neutral,
neutral,
disgusted,
neutral,
neutral,
fearful,
surprised,
disgusted,
angry,
fearful,
disgusted,
neutral,
angry,
neutral,
surprised,
neutral,
neutral,
angry,
neutral,
neutral,
fearful,
angry,
surprised,
angry,
fearful,
neutral,
neutral,
angry,
fearful,
surprised,
angry,
fearful,
neutral,
disgusted,
fearful,
fearful,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
neutral,
angry,
angry,
angry,
neutral,
neutral,
neutral,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
surprised,
neutral,
neutral,
disgusted,
disgusted,
angry,
fearful,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
angry,
angry,
neutral,
surprised,
neutral,
neutral,
disgusted,
disgusted,
fearful,
neutral,
surprised,
angry,
fearful,
disgusted,
angry,
fearful,
neutral,
disgusted,
surprised,
angry,
sad,
disgusted,
neutral,
neutral,
disgusted,
angry,
fearful,
fearful,
angry,
disgusted,
disgusted,
neutral,
neutral,
neutral,
disgusted,
disgusted,
angry,
angry,
fearful,
angry,
disgusted,
angry,
fearful,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
angry,
disgusted,
fearful,
neutral,
angry,
disgusted,
neutral,
angry,
disgusted,
disgusted,
disgusted,
fearful,
surprised,
angry,
angry,
angry,
disgusted,
surprised,
disgusted,
surprised,
angry,
fearful,
neutral,
neutral,
angry,
angry,
disgusted,
fearful,
disgusted,
neutral,
fearful,
disgusted,
surprised,
fearful,
angry,
angry,
surprised,
disgusted,
angry,
disgusted,
disgusted,
neutral,
fearful,
neutral,
angry,
fearful,
neutral,
disgusted,
surprised,
angry,
angry,
angry,
neutral,
angry,
angry,
fearful,
angry,
disgusted,
surprised,
disgusted,
angry,
neutral,
neutral,
disgusted,
disgusted,
sad,
angry,
neutral,
angry,
angry,
neutral,
fearful,
neutral,
fearful,
surprised,
angry,
surprised,
neutral,
disgusted,
fearful,
disgusted,
neutral,
sad,
angry,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
fearful,
angry,
fearful,
neutral,
neutral,
sad,
angry,
disgusted,
neutral,
neutral,
fearful,
angry,
neutral,
angry,
neutral,
disgusted,
surprised,
surprised,
angry,
surprised,
angry,
angry,
angry,
fearful,
angry,
neutral,
fearful,
fearful,
angry,
neutral,
disgusted,
fearful,
disgusted,
surprised,
disgusted,
neutral,
fearful,
angry,
neutral,
neutral,
disgusted,
surprised,
angry,
angry,
disgusted,
disgusted,
disgusted,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
fearful,
neutral,
fearful,
angry,
angry,
surprised,
angry,
neutral,
neutral,
neutral,
angry,
disgusted,
fearful,
disgusted,
fearful,
angry,
disgusted,
surprised,
angry,
neutral,
neutral,
neutral,
disgusted,
fearful,
fearful,
fearful,
surprised,
sad,
angry,
disgusted,
surprised,
angry,
fearful,
surprised,
neutral,
angry,
surprised,
surprised,
disgusted,
disgusted,
angry,
sad,
angry,
fearful,
fearful,
disgusted,
disgusted,
disgusted,
angry,
angry,
fearful,
angry,
angry,
surprised,
fearful,
angry,
neutral,
disgusted,
fearful,
disgusted,
angry,
fearful,
disgusted,
fearful,
disgusted,
angry,
fearful,
neutral,
disgusted,
fearful,
fearful,
disgusted,
disgusted,
angry,
angry,
neutral,
neutral,
angry,
fearful,
neutral,
neutral,
disgusted,
surprised,
angry,
neutral,
neutral,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
neutral,
disgusted,
neutral,
disgusted,
angry,
disgusted,
disgusted,
angry,
fearful,
angry,
disgusted,
disgusted,
disgusted,
neutral,
fearful,
surprised,
disgusted,
angry,
disgusted,
angry,
fearful,
angry,
neutral,
disgusted,
angry,
angry,
angry,
neutral,
surprised,
angry,
angry,
angry,
fearful,
fearful,
fearful,
surprised,
disgusted,
disgusted,
neutral,
disgusted,
angry,
fearful,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
neutral,
fearful,
neutral,
fearful,
surprised,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
fearful,
neutral,
disgusted,
disgusted,
fearful,
neutral,
disgusted,
disgusted,
angry,
neutral,
surprised,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
sad,
disgusted,
neutral,
angry,
angry,
neutral,
neutral,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
fearful,
neutral,
fearful,
angry,
fearful,
disgusted,
neutral,
surprised,
surprised,
disgusted,
angry,
neutral,
angry,
neutral,
surprised,
disgusted,
fearful,
angry,
fearful,
disgusted,
fearful,
angry,
surprised,
surprised,
disgusted,
neutral,
fearful,
fearful,
fearful,
fearful,
angry,
neutral,
disgusted,
disgusted,
angry,
disgusted,
angry,
neutral,
disgusted,
disgusted,
neutral,
angry,
neutral,
angry,
surprised,
angry,
fearful,
angry,
neutral,
angry,
neutral,
angry,
angry,
neutral,
disgusted,
angry,
fearful,
angry,
neutral,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
angry,
fearful,
disgusted,
fearful,
disgusted,
neutral,
angry,
disgusted,
disgusted,
fearful,
neutral,
angry,
angry,
angry,
disgusted,
fearful,
surprised,
neutral,
sad,
fearful,
disgusted,
angry,
disgusted,
surprised,
neutral,
angry,
surprised,
surprised,
disgusted,
fearful,
neutral,
fearful,
neutral,
angry,
surprised,
fearful,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
angry,
disgusted,
angry,
neutral,
disgusted,
fearful,
disgusted,
angry,
fearful,
sad,
surprised,
fearful,
angry,
fearful,
disgusted,
neutral,
surprised,
disgusted,
neutral,
neutral,
neutral,
neutral,
angry,
neutral,
surprised,
fearful,
fearful,
neutral,
angry,
neutral,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
angry,
fearful,
surprised,
angry,
angry,
angry,
fearful,
fearful,
neutral,
angry,
angry,
angry,
neutral,
neutral,
disgusted,
neutral,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
surprised,
angry,
fearful,
angry,
surprised,
angry,
sad,
disgusted,
surprised,
angry,
neutral,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
neutral,
angry,
angry,
sad,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
neutral,
surprised,
disgusted,
surprised,
angry,
neutral,
disgusted,
surprised,
neutral,
fearful,
disgusted,
neutral,
disgusted,
angry,
surprised,
angry,
disgusted,
neutral,
neutral,
disgusted,
neutral,
neutral,
disgusted,
surprised,
disgusted,
disgusted,
fearful,
neutral,
surprised,
angry,
neutral,
angry,
disgusted,
disgusted,
angry,
disgusted,
sad,
neutral,
neutral,
angry,
angry,
disgusted,
angry,
disgusted,
neutral,
angry,
fearful,
angry,
surprised,
angry,
disgusted,
angry,
surprised,
angry,
angry,
surprised,
surprised,
angry,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
neutral,
angry,
neutral,
angry,
disgusted,
surprised,
neutral,
disgusted,
neutral,
angry,
disgusted,
fearful,
angry,
disgusted,
angry,
angry,
neutral,
fearful,
neutral,
neutral,
fearful,
disgusted,
neutral,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
angry,
disgusted,
neutral,
disgusted,
neutral,
surprised,
angry,
surprised,
sad,
neutral,
angry,
angry,
angry,
neutral,
angry,
neutral,
angry,
fearful,
disgusted,
angry,
disgusted,
fearful,
angry,
neutral,
surprised,
angry,
angry,
angry,
neutral,
fearful,
surprised,
neutral,
angry,
fearful,
fearful,
angry,
disgusted,
fearful,
disgusted,
fearful,
angry,
angry,
angry,
neutral,
neutral,
disgusted,
angry,
angry,
surprised,
angry,
disgusted,
angry,
fearful,
surprised,
neutral,
surprised,
neutral,
angry,
neutral,
angry,
angry,
disgusted,
neutral,
angry,
angry,
fearful,
angry,
angry,
disgusted,
fearful,
fearful,
neutral,
fearful,
fearful,
disgusted,
angry,
neutral,
angry,
angry,
neutral,
neutral,
angry,
surprised,
angry,
fearful,
neutral,
disgusted,
fearful,
fearful,
angry,
angry,
angry,
fearful,
sad,
neutral,
neutral,
angry,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
surprised,
angry,
fearful,
disgusted,
sad,
disgusted,
disgusted,
angry,
disgusted,
surprised,
disgusted,
surprised,
neutral,
neutral,
angry,
disgusted,
angry,
fearful,
angry,
angry,
angry,
disgusted,
angry,
surprised,
fearful,
angry,
neutral,
fearful,
angry,
angry,
disgusted,
angry,
neutral,
fearful,
angry,
disgusted,
surprised,
fearful,
angry,
neutral,
angry,
disgusted,
angry,
neutral,
surprised,
disgusted,
fearful,
disgusted,
angry,
neutral,
neutral,
disgusted,
angry,
disgusted,
surprised,
angry,
disgusted,
angry,
fearful,
disgusted,
angry,
disgusted,
surprised,
fearful,
fearful,
surprised,
surprised,
disgusted,
disgusted,
angry,
disgusted,
neutral,
angry,
disgusted,
fearful,
disgusted,
angry,
fearful,
angry,
fearful,
disgusted,
fearful,
surprised,
disgusted,
fearful,
neutral,
fearful,
neutral,
angry,
angry,
neutral,
angry,
surprised,
angry,
disgusted,
surprised,
angry,
surprised,
fearful,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
fearful,
fearful,
surprised,
disgusted,
disgusted,
fearful,
angry,
neutral,
neutral,
angry,
angry,
neutral,
neutral,
angry,
disgusted,
disgusted,
disgusted,
angry,
angry,
disgusted,
disgusted,
angry,
fearful,
disgusted,
neutral,
neutral,
surprised,
disgusted,
neutral,
surprised,
fearful,
neutral,
disgusted,
neutral,
sad,
disgusted,
angry,
neutral,
angry,
neutral,
neutral,
disgusted,
surprised,
disgusted,
angry,
disgusted,
fearful,
fearful,
fearful,
angry,
fearful,
neutral,
angry,
neutral,
angry,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
angry,
angry,
neutral,
neutral,
angry,
neutral,
angry,
angry,
angry,
fearful,
surprised,
surprised,
disgusted,
angry,
disgusted,
surprised,
angry,
neutral,
surprised,
angry,
surprised,
disgusted,
neutral,
disgusted,
surprised,
neutral,
angry,
surprised,
fearful,
fearful,
surprised,
angry,
angry,
angry,
neutral,
disgusted,
fearful,
disgusted,
fearful,
neutral,
angry,
disgusted,
disgusted,
surprised,
disgusted,
angry,
angry,
surprised,
fearful,
disgusted,
fearful,
angry,
disgusted,
fearful,
disgusted,
angry,
sad,
neutral,
angry,
angry,
angry,
surprised,
surprised,
neutral,
neutral,
neutral,
disgusted,
fearful,
angry,
angry,
surprised,
fearful,
neutral,
neutral,
disgusted,
angry,
neutral,
disgusted,
angry,
surprised,
surprised,
angry,
angry,
disgusted,
fearful,
disgusted,
surprised,
disgusted,
neutral,
angry,
surprised,
angry,
neutral,
surprised,
disgusted,
surprised,
disgusted,
angry,
surprised,
disgusted,
angry,
fearful,
disgusted,
angry,
angry,
disgusted,
neutral,
angry,
surprised,
angry,
fearful,
angry,
neutral,
fearful,
disgusted,
angry,
neutral,
disgusted,
fearful,
disgusted,
angry,
surprised,
neutral,
disgusted,
surprised,
fearful,
neutral,
angry,
angry,
fearful,
disgusted,
fearful,
disgusted,
neutral,
neutral,
fearful,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
fearful,
surprised,
fearful,
disgusted,
disgusted,
angry,
fearful,
angry,
angry,
angry,
surprised,
angry,
fearful,
angry,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
surprised,
neutral,
surprised,
neutral,
fearful,
surprised,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
sad,
angry,
angry,
disgusted,
surprised,
disgusted,
surprised,
disgusted,
neutral,
angry,
disgusted,
surprised,
neutral,
angry,
fearful,
angry,
disgusted,
neutral,
disgusted,
surprised,
neutral,
fearful,
neutral,
fearful,
angry,
angry,
neutral,
neutral,
angry,
neutral,
neutral,
neutral,
neutral,
disgusted,
fearful,
neutral,
neutral,
surprised,
angry,
angry,
angry,
angry,
surprised,
angry,
disgusted,
neutral,
angry,
angry,
disgusted,
angry,
neutral,
disgusted,
disgusted,
disgusted,
fearful,
angry,
fearful,
surprised,
neutral,
angry,
angry,
angry,
neutral,
neutral,
surprised,
surprised,
angry,
neutral,
angry,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
angry,
fearful,
disgusted,
fearful,
disgusted,
angry,
neutral,
angry,
surprised,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
disgusted,
angry,
angry,
fearful,
surprised,
